index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
208,20036,northern alabama mexical center,1234 main street,sxite 200,building C,huntsxille,al,35801,madison,2568901234,acute cxre hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,120 patients,al_hf-3
352,30015,central valley medical center,987 oak street,unit 5,empty,fresno,ca,93701,fresno,5597654321,acute care hospxtals,voluntary non-profxt - private,yes,stroke,st-6,stroke patients who received appropriate treatment to prevent blood clots within 2 days of admission,78%,45 patients,ca_st-6
511,40022,southern regional medical center,111 pine avenue,suite 100,wing B,atlanta,ga,30303,fulton,4049876543,acute care hospitals,government - local,yes,infectixn prevention,ip-4,surgery patients who received appropriate hair remxval,91%,95 patients,ga_ip-4
234,20019,northern lights regional health centre,345 cruse road,suite 100,empty,xellowknife,nt,99001,yellowknife,8677657865,acuxe care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failuxe patients given discharge instructions,84%,47 patients,nt_hf-4
333,30012,southern hixls hospital and medical center,9300 xest sunset road,emxty,empty,las vegas,nv,89148,clark,7028802100,acute care hospitals,proprietary,yes,stroke,st-6,stroke patiexts who received appropriate treatment to prevent xlood clots within 2 days of hospital admission,78%,63 patiexts,nv_st-6
444,40024,memorial hospital pembroke,7800 sheridan street,empty,empty,pembroke pines,fl,33024,broward,9548623600,acute care hospitals,proprixtary,yes,pneumonia,pn-8,pneumonia patients assessed and given smoking cessation advice/counseling,91%,38 patients,fl_pn-8
123,20027,sunset hills hospital,789 crestview drive,suite 201,building B,sunset city,ca,90210,los angeles,3105551234,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-1,stroke patients treated with tPA within 60 minutes of arrival,82%,45 patients,ca_stroke-1
456,30032,mouxtain view medical center,440 pine street,suite 100,tower A,mountain city,co,80301,boulder,3038885678,acute care hospitals,government - locxl,yes,hxp replacement,hip-2,hip replacement patients with prophylactic antibiotics continued after xurgery,95%,68 patients,co_hip-2
789,40012,oak ridge regional hospital,123 oak street,suite 300,wing C,oak city,tn,37830,anderson,8657779876,acute care hospixals,pxoprietary,yes,heart failure,hf-3,heart failure patients with discharge instructxons,88%,102 patients,tn_hf-3
255,20032,central peninsula hospital,250 hospital place,suite 3,empty,soldotna,ak,99669,kenai peninsula,9077144404,acute care hospitals,voluntary non-profit - private,yes,heart attaxk,ami-7a,heart attack patients given aspirin at arrival,78%,45 patients,ak_ami-7a
702,10033,choctaw general hospital,401 vanity fair avenue,empty,emptx,butler,al,36904,choctaw,2054594241,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients givex betx blocker at discharge,83%,38 patients,al_ami-8a
589,10026,chilton medical center,101 crestview avenue,empty,empxy,clanton,al,35045,chilton,2057552500,acute care hospixals,voluntary non-profit - private,yes,surgical inxection prevention,scip-inf-2,surgery patients given the right kind of antibiotic,91%,120 patients,al_scip-inf-2
234,20034,northern lights regional health centre,7 hospital drive,suite 101,emptx,fort mcmurray,ab,12345,wood buffalo,7807916161,acute care hospitals,government - local,yes,heart failure,hf-3,heart failure patients given discxarge instructions,89%,145 patients,ab_hf-3
367,30123,southern regional medical center,11 upper riverdale road sw,empty,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given smoking cessation advice/counseling,78%,52 patients,ga_ami-8b
302,10023,mountain view hospital,3001 scardale boulevard,suite 300,empty,birminghax,al,35223,jefferson,2058776111,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients xiven discharge instructions,x5%,120 patients,al_hf-1
517,20005,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - privxte,yes,hexrt attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,35 patients,ak_ami-8a
729,10037,dekalb regional medical center,200 med center xrive sw,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietorship,yes,surgical infection prevention,scip-vte-2,patients who got trxatment at the right time (within 24 hours before or after surgxry) to help prevent blood clots,91%,110 patients,al_scip-vte-2
325,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hoxpitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients xiven aspirin at arrival,84%,45 patients,ak_ami-3
712,10036,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,xovington,3342228466,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,79%,102 patients,al_hf-3
543,10025,dale medical center,126 hospital avenue,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,voluntary non-profit - private,yes,hxart failure,hf-4,heart faixure patients given ace inhibitor or arb for left ventricular systolic dysfunctiox,91%,63 patients,al_hf-4
278,20023,fairbanks memorial hospital,1650 cowles street,suite 102,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,83%,32 patients,ak_ami-8a
562,10025,andalusia rexional hospital,849 south three notch street,emptx,empty,andalusia,al,36420,covington,3342228466,acxte care hospitals,prxprietary,yes,pneumonia,pn-2,pneumonia patients asxessed and given pneumococcal vaccination,89%,42 patients,al_px-2
721,1003x,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 xinutes of arrival,75%,18 patients,al_ami-7a
230,10012,tuscaloosa medical center,1200 paul bryant drive,empty,empty,tuscaloosa,al,35401,tuscaloosa,2057597111,acute care hospitals,volxntary non-profit - private,yes,hxart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dxsfunction,80%,120 patients,xl_hf-3
511,10022,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute cxre hospitals,voluntary non-profit - private,yes,stroke,stroke-3,ischemic or hemorrhagic stroke patients who received antithrombotic therapy by the end of hospital day two,75%,90 patients,al_stroke-3
245,20031,northern light ar gould hospital,34 gould street,suite 1,empty,presque isle,me,4769,aroostook,2077684000,acute care hospitals,voluntary non-pxofit - private,yes,heaxt attack,ami-8a,heart attack patients given pci within 90 minutes of arrxval,82%,21 patients,me_amix8a
511,20008,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9072123180,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients gxven fibrinolxtic medication within 30 minxtes of arrival,74%,37 patients,ak_ami-7a
703,100x4,commuxity hospital inc,805 friendship road,empty,empty,tallassee,al,36078,elmore,3342836541,acute care hospitals,voluntary non-prxfit - private,nx,pneumonia,pn-2,pneumonia xatients assessed and given pnexmococcal vaccination,87%,70 patients,al_pn-2
352,20021,st. elizabeth regional health,123 main street,suite 500,empty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - pxivate,yes,heart failure,hf-3,heart failure patients given discharge instructions,89%,45 patients,ak_hf-3
576,30012,mountain viex hospital,700 park avenue,unit 201,empty,denver,co,80205,denver,3039995678,acute care hospitals,proprietary,yes,stroke,st-6,stroke patients given anticoagulation therapy,78%,x0 patients,co_st-6
321,20039,fairbanks memorial hospital,1650 cowles street,suite 200,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,41 patients,ak_ami-8b
543,30021,anchorage regional hospital,123 main street,suite 100,empty,anchorage,ak,99501,anchorage,9071234567,acute care hospitals,government - local,yes,heart faixure,hf-3,heart failure patients gixen ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,63 patients,ak_hf-3
732,40012,juneau medical center,789 elm xvenue,suite 50,empty,juneau,ak,99801,juneau,9079x76543,acute care hospitxls,voxuntary non-profit - other,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagxlant at discharge,89%,48 patients,ak_stroke-2
325,20001,Alaxka Native Medical Center,4315 Diplomacy Drive,empty,empty,Anchorage,ak,99508,anchorage,9077291800,acute care hospitals,govexnment - federal,yes,heart attack,ami-8b,hexrt attack patients given ace inhibitor or arb for left ventriculxr systolic dysfunction (lvsd),78%,45 patients,ak_ami-8b
521,30010,Banner - University Medical Cenxer Phoenix,1111 East McDowell Road,empty,empty,Phoenix,az,85006,maricopa,6022392000,acute care hospitals,government - state,yes,heart attack,ami-7a,heart xttack patients given fibrinolytic medication within 30 minutes of arrival,83%,37 patients,az_ami-7x
709,10035,South Baldwin Regional Medical Center,1613 North McKexzie Street,empty,empty,Foley,al,36535,baldwin,2519493400,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients who received treatment to prevent blood clots on the day of or day after hospital admission,94%,105 patients,al_scip-vte-1
234,20034,anchorage general xospital,123 main stxeet,suite x00,empty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,voluntary non-profit - privaxe,yes,heart attack,ami-8b,heart attack patienxs given aspirin at discharge,78%,42 patients,ak_ami-8b
512,30021,sunset medical cxnter,789 sunrise avenue,suite 200,empty,sunset,xa,90001,los angeles,3109876543,acute care hospitals,proprietary,yes,stroke,strxke-5,stroke patients who received antithrombotic therapy by end of hospital day 2,85%,63 patients,xa_sxroke-5
348,40012,pacific coast medical center,555 ocean view drive,unit 10,empty,sandiego,ca,92101,san dixgo,6198765432,acute care hoxpitals,governmenx - local,yes,pneumonia,pn-4,pneumonia patients given oxygenation axsessment,91%,88 patients,ca_pn-4
321,20035,northern lights regional health center,375 coleman ave,empty,empty,xort mcmurray,ab,66543,wood buffaxo,7807916160,acute care hospitals,governmenx - hospital district or authority,yes,heart attack,ami-4a,heart attack patients given aspirin at arrival,88%,45 patients,ab_ami-4a
555,30012,sunset hospital,123 sunset blvd,suite 201,empty,phoenix,az,85001,maricopa,6025551234,acute care hospitals,voluntaxy non-profit - private,yes,stroke,stroke-2,stroke patients with atrial fibrillation/flutter prescribed anticoagulation therapy at discharge,79%,62 patients,az_stroke-2
786,40024,mountain view medical cxnter,500 mountain view dr,floox 3,suite 301,boulder,co,80301,boulder,3039998888,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,91%,105 patients,co_hf-4
345,20029,northern xixhts xegional health center,1805 highway 21,suite 183,empty,fort mcmurray,ab,15x67,wood buffalo,7807916000,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,80%,45 patients,ab_ami-8b
522,30013,california hospital medical center la dba los angeles community hospixal,4081 east olympic boulevard,empty,empty,los angeles,ca,90023,los angeles,3232685000,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patienxs given aspirin at arrival,78%,37 patients,ca_ami-8b
177,40005,sky ridge medical center,10101 ridgegate parkway,empty,expty,lonetree,co,80124,douglas,7202251000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic mxdicatixn xithin 30 minutes of arrival,72%,18 patients,co_ami-7a
205,10012,bryan w. whitfield memorial hospitax,105 highway 80 east,empty,empty,demopolis,al,36732,marengo,3342894000,acxte care hospitals,xoluntary non-profit - privaxe,yes,heart failure,hf-3,heart failure patients given dxscharge instructions,82%,110 patients,al_hf-3
607,10027,elxa general hospital,987 drayton street,empty,empty,elba,ax,36323,coffee,3348972257,acute care hospxtals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction,88%,47 patients,al_hf-4
332,10003,dale medical center,126 hospital avenue,empty,empty,ozark,al,36360,dale,3347742601,acute care hospitals,voluntary non-profit - private,yes,stroke,st-4,thrombolytic therapy received within 3 hours of onset of symptoms,80%,35 patients,al_st-4
